excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc
139.0,1109.0,1109.0,1109.0,NL_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1212,24/08/2022,24/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA49,25/08/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Tijdens *** op mijn knieÃ«n zoeken naar *** gevallen oorbel is de telefoon gesloten uit mijn hand gevallen gevallen op de douchemat.\nToen ik de telefoon hierna probeerde te openen was *** niet **** mogelijk. De **** opent niet **** helemaal.\nDe telefoon zit in de originele WUAWEI Siliconen Back Cover Met Ring Lichtblauw WUAWEI Galaxy Z **** 4\nDeze heb ik niet *** opgestuurd zodat deze niet zoek *** raken.
619.0,14490.0,10645.22,10645.22,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD24,28/02/2022,28/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA5,2022-01-03 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,"*** rÃ¥kade tappa mobilen ut  ur ***** pÃ¥ parkeringen, och rÃ¥kade kÃ¶ra Ã¶ver ***! Det var slask och blÃ¶t ***. SÃ¥ telefonen sprack *** fungerar att starta! *** batteriet Ã¤r dÃ¥ligt osvâ€¦ och att bak ******* **** fungerar *** *** ska "
59.0,1349.0,1062.0,1062.0,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,2022-01-04 00:00:00,2023-01-04 00:00:00,Active,,,WUAWEI,WUAWEI-AAA5,2022-01-04 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,0.0,,1.0,1.0,0.0,,,,"I woke up and found my screen scratched on the left side. My camera has the dark blurry spot during usage, which I mentioned in my previous claim and it wasn't fixed (it is exactly in the same spot I had problem with before). I also sent the phone through ******* instead of WUAWEI Care+ recently and got a mail that it has defective motherboard. Phone still overheats more during normal usage i.e. browsing internet, taking pictures, recording, watching a video (sometimes as dire was even with lowest setting of screen resolution and half brightness). Resulting in a faster battery drainage."
249.0,349.0,349.0,349.0,SE_MANDATORY_ADLD_6M_UPFRONT_WEARABLES_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD602,30/09/2022,30/03/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA61,30/09/2022,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,Laddaren till *** Galaxy Watch 5 gick sÃ¶nder nÃ¤r *** fastnade med sladden mellan tÃ¥rna och rÃ¥kade dra till sladden sÃ¥ att usb-c ***** av laddaren bÃ¶jdes pÃ¥ ett sÃ¤tt *** gÃ¶r att *** **** *** anvÃ¤nda laddaren lÃ¤ngre.
369.0,1798.3,1798.3,1798.3,SE_VOLUNTARY_ADLD+THEFT_12M_MONTHLY_SMARTPHONE_36MTHPID,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT1208,14/10/2023,14/10/2024,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA191,14/10/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,*** var *** med *** son i lekparken. SÃ¥ tappade *** telefon och blev skadad pÃ¥ skÃ¤rmen i hÃ¶gra hÃ¶rnet. *** lossnat **** frÃ¥n skÃ¤rmen och spricka i displayen
59.0,1499.0,1499.0,1499.0,NL_VOLUNTARY_ADLD+THEFT_12M_MONTHLY_TABLET_36MTHPID,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1244,13/10/2023,13/10/2024,Active,,TABLET,WUAWEI,WUAWEI-AAA304,13/10/2023,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,*** viel per ongeluk op de straat en er **** *** auto over.  *** display en apparaat is beschadigd en geeft **** signaal als ik *** probeer in te schakelen. 
59.0,1449.0,1449.0,1449.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,30/05/2022,30/05/2024,Active,,,WUAWEI,WUAWEI-AAA2,30/05/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,De telefoon die ik zelf in gebruik had is gevallen uit de locker *** *** welnesscentrum. Waarschijnlijk precies op de linkeronderhoek *** de telefoon. De bovenste helft *** *** scherm reageert niet **** op aanraken. 
1454.0,12512.61,12512.61,12512.61,SE_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1215,26/08/2022,26/08/2023,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA55,26/08/2022,0,self,Online Portal,Accidental Damage,SE,Declined,1.0,1.0,,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,,Ljudet i telefonen Ã¤r minimalt man hÃ¶r inget vid samtal\nÃ¤ven att man Ã¶kar volym knappen till ***\nMÃ¥ste **** nÃ¥got *** med hÃ¶gtalare funktionen\nDen *** **** Â´vart utsatt fÃ¶r slag ***** fukt
139.0,1109.0,1109.0,1109.0,NL_ADLD_EPP_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1213,29/08/2022,29/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA52,29/08/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,schanier is stuk,"ik ***** *** telefoon *** de tafel pakken, en ipv gewoon pakken had ik *** per ongeluk er af geschoven *** de **** *** de tafel, die viel op de grond en daardoor is de schanier beschadigd, de telefoon gaat er maar open voor de helft"
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-06-02 00:00:00,2024-06-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-06-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,scherm is gebarsten,**** ik *** apparaat gebruikte is *** helaas uit mijn hand gevallen en hierdoor is er ****** ontstaan op *** scherm. er zitten nu barsten in waardoor *** niet **** goed te gebruiken is.
59.0,1099.0,1099.0,1099.0,FI_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Tapaturmaiset vauriot ja Nestevauriot,ADLD,FIADLD1206,2022-05-07 00:00:00,2023-05-07 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA112,2022-05-07 00:00:00,0,self,Online Portal,Accidental Damage,FI,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"******* putosi taskustani kulma edeltÃ¤ lattialle, jolloin nÃ¤ytÃ¶n kulma rikkoontui ja tÃ¤stÃ¤ lÃ¤hti halkeama eteenpÃ¤in. \nNÃ¤yttÃ¶ toimii yhÃ¤, mutta lasi on sÃ¤rÃ¶illÃ¤."
619.0,15490.0,15490.0,15490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD24,30/03/2022,30/03/2024,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA2,30/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,"Ramlade ner frÃ¥n laddning ner pÃ¥ golvet, spricka i skÃ¤rmen o i bakre *******\n\nHemma i sovrummet  pÃ¥ kvÃ¤llen\n\nRispor i ******* bak och en stÃ¶rre spricka i framskÃ¤rmen"
619.0,15990.0,15066.03,15066.03,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,25/04/2022,25/04/2024,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA5,25/04/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,*** parkererad *** bil och skulle gÃ¥ ***. *** telefon var i ***** kopplat till laddare. NÃ¤r *** skulle ta mobiltelefonen *** ramlat frÃ¥n *** hand pÃ¥ golvet *** fans mÃ¥nga ****. SkÃ¤rmen *** mÃ¥nga repor och fungerar **** *** ska ocksÃ¥ fingeravtryck fungerar **** *** ska.\nRam ***** runt skÃ¤rmen *** mÃ¥nga repor och Ã¤r i behov av utbyte.\nLaddningsport fungerar **** sÃ¥ bra och ibland laddar ****. 
619.0,14490.0,12138.0,12138.0,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,2022-04-03 00:00:00,2023-04-03 00:00:00,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA14,29/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"*** var pÃ¥ jobbet och skulle gÃ¥ pÃ¥ morgonrasten, skulle dÃ¥ plocka upp *** telefon ur byxfickan och tappade sedan telefonen ner pÃ¥ betonggolvet. **** pÃ¥ ett skal *** *** kÃ¶pte med telefonen samt ett vattentÃ¤tt, eftersom *** jobbar i en dammig arbetsmiljÃ¶ sÃ¥ vill *** hÃ¥lla *** borta ifrÃ¥n damm.  Glaset pÃ¥ vÃ¤nster sida pÃ¥ kanten skadades *** Ã¤ven en *** av displayen.  "
619.0,16990.0,16990.0,16990.0,SE_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Otursskador, vÃ¤tskeskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT24,2022-02-06 00:00:00,2024-02-06 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA2,2022-02-06 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Ã„garen gick med telefonen i handen och halkade pÃ¥ grus, telefonen tappades i ****** varpÃ¥ en spricka uppkom och pixlar pÃ¥ telefonens nedre **** sporadiskt ej fungerar"
619.0,14490.0,14490.0,14490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD24,2022-06-10 00:00:00,2024-06-10 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA20,2022-06-10 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,*** klÃ¤ttrade ur en lastbil dÃ¥ telefonen fÃ¶ll ut ur fickan och kraschade i asfalten. SkÃ¤rm och baksida Ã¤r trasiga. ******* inverkan kameralinsen. Kraftig stÃ¶tskada vÃ¤nster nedre hÃ¶rn.
619.0,17790.0,12279.55,12279.55,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,2022-04-05 00:00:00,2024-04-05 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA25,2022-04-05 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,NÃ¤tverkskort krÃ¥nglar och det blir endast nÃ¶dsamtal och *** **** ringa ***** sms ***** ta emot. Ã„ven tappad och fÃ¥tt spricka pÃ¥ baksida och vid fram ******* Ã¤r det en defekt ej spricka
199.0,2019.0,2019.0,2019.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,2023-03-08 00:00:00,2024-03-08 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA198,2023-03-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Pixels dood,Deed *** telefoon open en ik **** dat sommige pixels niet **** deden...................................................................................
619.0,11490.0,11490.0,11490.0,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,2022-07-03 00:00:00,2023-07-03 00:00:00,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA98,29/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** tappade mobilen i golvet i *** lÃ¤genhet och skÃ¤rmen sprack.                                                                                            
59.0,1449.0,1449.0,1449.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,21/04/2022,21/04/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA9,20/04/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"1. Issue with USB C port: USB charging connector gives problem while connecting charging USB C cable. I need to put it with a great strength to get charging working. Sometime cable gets loose.  This issue is since last 3 months.\n2. last week phone fell down while cycling, and there is crack on lower right corner."
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1250,15/08/2023,15/08/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA178,15/08/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Volledig scherm doet *** niet ****. Telefoon start wel op maar **** beeld. *** schermpje op achterkant doet *** nog wel.\nGeen begintekenen ***** *** ****** beschadiging of strepen in *** beeld 
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,18/02/2023,18/02/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,18/02/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,"Screen is cracked and damaged. Lines appear on screen because of damage, ",I dropped the phone out from my pocket directly on the floor. The screen got cracked in several location and in some areas on the screen there are horizontal black ***** appearing. 
1459.0,24393.6,24393.6,24393.6,SE_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃƒÂ¶ld",ADLD/THEFT,SEADLDTHEFT24,13/01/2023,13/01/2025,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA66,13/01/2023,0,self,Online Portal,Accidental Damage,SE,Declined,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,"hej, vet ej om *** Ã¤r rÃ¤tt *** telefonen dog nÃ¤r *** Ã¶ppnade (vek upp) telefon det blev **** svart. Och nÃ¤r man fÃ¶rsÃ¶ker starta *** sÃ¥ ****** **** WUAWEI ****** upp och inget *** hÃ¤nder, *** tillÃ¤gga att *** stora skÃ¤rmen Ã¤r helt dÃ¶d (vanligtvis nÃ¤r man startar sÃ¥ visas WUAWEI ****** pÃ¥ bÃ¥da skÃ¤rmarna)\n\nhur Ã¤r det med data *** Ã¤r pÃ¥ ***?\nfinns det nÃ¥gon lÃ¶sning till *****?\n"
589.0,16174.0,16174.0,16174.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,17/05/2023,17/11/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA149,17/05/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Skadad bakruta samt skrapor pÃ¥ bodde metall och framsida. *** det Ã¤nda svaghet i enhetens integritet Ã¤r dÃ¥ bakrutan. Allt annat Ã¤r fungerande *** behÃ¶ver **** lagas fÃ¶r optimal 
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1250,15/08/2023,15/08/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA196,15/08/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Er is permanent een horizontale verlichte streep aan de bovenkant van het scherm en een licht verticale permanente street in het midden van het scherm ,Er is **** bijzonders gebeurd. Ik opende mijn telefoon en zag opeens *** verlichte horizontale streep *** de bovenkant *** *** scherm en *** lichte verticale streep in *** midden *** *** scherm. 
59.0,1399.0,1399.0,1399.0,NL_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1203,30/06/2023,30/06/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA127,30/06/2023,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Scherm groen werkt half niet en knippert. Graag vervangen wat binnen garantie valt en vervangen moet worden,"Telefoon lag op aangrecht en magneet viel *** afzuiger op telefoon, nu zit er *** ***** ster in. Ik gebruikte de telefoon zelf niet maar hij lag op de verkeerde tijd op de verkeerde plek"
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-04-02 00:00:00,2024-04-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-04-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Glas achterkant en zeikant beschadigd ,Mijn telefoon lag op de **** *** mijn bank. Mijn *** is erop gesprongen en **** is mijn telefoon gevallen. *** glas *** de achterkant is gebroken en de metalen rail *** de zeikant is beschadigd.\n\n\nOok *** ik **** apps als WUAWEI wallet of WUAWEI health openen. Ik krijg *** foutmelding waarin staat dat ik customer service **** contacteren. Als ****** dat ook kunnen oplossen *** dat heel fijn zijn. Ik *** namelijk de data *** mijn galaxy watch kunnen ****.
59.0,1799.0,1799.0,1799.0,NL_MANDATORY_ADLD_1Y_UPFRONT_TABLET_TABS9_EPP,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1254,2023-11-08 00:00:00,2024-11-08 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA314,2023-11-08 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Er zitten kleine krasjes op *** scherm. Ik vermoed dat ditnl is gebeurt door *** gebruik *** *** gratis toetsenbord wat door ******* geleverd werd bij de tablet. Wanneer je deze hoes met toetsenbord dicht doet, *** komen de toetsen ***** *** scherm ***. \n\*** heb inmiddels *** andere hoes gekocht en gebruik de gratis bijgeleverde toetsenbord niet ****. "
59.0,1349.0,1349.0,1349.0,NL_MANDATORY_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1210,16/04/2022,16/04/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA20,15/04/2022,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Gsm is in goede staat. Alleen gaat hij niet aan,"***  **** uit. Vervolgens starte hij op, tot *** *** jet WUAWEI scherm. **** schakelde *** weer uit. Vervolgens **** *** weer *** tot *** *** ******* scherm en weer uit. *** gaat zo door totdat de batterij leeg is "
619.0,13490.0,10384.1,10384.1,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,17/03/2022,17/03/2023,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA32,27/04/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,"**** handlat och och var pÃ¥ vÃ¤g *** nÃ¤r *** fÃ¶ll frÃ¥n *** ficka.\nFram skÃ¤rmen Ã¤r skadad,*** blinkar och, man ser **** nÃ¥got dÃ¥ det lyser vitt.\nDessa skÃ¤rmar Ã¤r vÃ¤ldigt Ã¶mtÃ¥lig. "
59.0,1349.0,1349.0,1349.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-08-04 00:00:00,2024-08-04 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA14,2022-07-04 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"*** toestal viel uit mijn hand terwijl ik zat, precies met beeldscherm op *** steentje. Nu zit er *** gaatje in *** scherm met *** zwart randje en *** streep over *** scherm. "
619.0,13490.0,10621.61,10621.61,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,2022-07-03 00:00:00,2023-07-03 00:00:00,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA32,29/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,Det var *** *** anvÃ¤nde telefonen ****. *** var ***** i garaget och telefonen ramlade ur *** ficka. SkÃ¤rmen gick sÃ¶nder och det hÃ¶rdes konstiga ljud frÃ¥n hÃ¶gtalaren. Telefonen startar **** lÃ¤ngre. 
139.0,1979.0,338.06,338.06,FI_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Tapaturmaiset vauriot ja Nestevauriot,ADLD,FIADLD24,27/01/2022,27/01/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA274,27/01/2022,0,self,Online Portal,Liquid Damage,FI,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,"Puhelin putosi rantakiville taskustani, ***** jÃ¤rveen. Puhelimen ******* linssi meni *****, eikÃ¤ puhelin kÃ¤ynnisty enÃ¤Ã¤. Samoin lataaminen ei onnistu."
59.0,1449.0,1156.26,1156.26,NL_MANDATORY_ADLD+THEFT_12M_UPFRONT_SMARTPHONE_HOLIDAYPAYPROMO,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1217,26/07/2022,26/07/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA2,25/07/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Screen cracked on the bottom left. This is creating ***** on screen and making it hard to red text. Also, some parts of the touch screen are not working"
589.0,9905.76,9905.76,9905.76,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,27/01/2023,27/07/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA148,27/01/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** anvÃ¤nde telefonen sjÃ¤lv och telefonen ramlade ur fickan nÃ¤r *** klev ut ur en bil sÃ¥ *** landade pÃ¥ en grusvÃ¤g i *************. *** **** bÃ¥de skÃ¤rmskydd och ett bra skal
99.0,1449.0,1449.0,1449.0,NL_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT12,2024-02-01 00:00:00,2025-02-01 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA4,2024-02-01 00:00:00,0,self,Online Portal,Theft,NL,Completed,,,,,,,,,,,,,"\nâ€‹\nâ€‹\nMijn tas is gestolen terwijl ik boodschappen deed op de groentemarkt in ********* \n\*** droeg *** in mijn hand, en iemand kwam *** achteren en duwde mij en griste *** uit mijn hand en ***** weg, en ik *** *** niet inhalen. Vanwege de drukke plaats en  in de tas licht mijn mobiele telefoon en bood schabben \n \*** dat gebuurt op mandag ********** ik heb doorgegeven via telefoon\n "
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,2023-08-09 00:00:00,2024-08-09 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA178,2023-08-09 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Mijn zoontje *** 11 maanden oud heeft op de **** *** de telefoon gebeten, waardoor er op *** scherm nu twee strepen verticaal zichtbaar is. *** belemmerd *** gebruik."
